"","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic"
"316","GO:0009890","negative regulation of biosynthetic proc...",518,24,12.92,116,"0.11118","0.00173"
"317","GO:0009892","negative regulation of metabolic process",942,37,23.5,117,"0.09199","0.00181"
"318","GO:0065009","regulation of molecular function",909,36,22.68,118,"0.14906","0.00185"
"319","GO:0035295","tube development",113,9,2.82,119,"0.07075","0.00185"
"320","GO:0045936","negative regulation of phosphate metabol...",159,11,3.97,120,"0.02252","0.00186"
"321","GO:0010563","negative regulation of phosphorus metabo...",160,11,3.99,121,"0.02337","0.00195"
"322","GO:0010941","regulation of cell death",463,22,11.55,122,"0.08354","0.00202"
"323","GO:0043066","negative regulation of apoptotic process",237,14,5.91,123,"0.02811","0.00207"
"324","GO:0000122","negative regulation of transcription fro...",237,14,5.91,124,"0.00207","0.00207"
"325","GO:0048598","embryonic morphogenesis",115,9,2.87,125,"0.00210","0.00210"
"326","GO:0010942","positive regulation of cell death",186,12,4.64,126,"0.03226","0.00210"
"327","GO:0060548","negative regulation of cell death",264,15,6.59,127,"0.02583","0.00210"
"328","GO:0050793","regulation of developmental process",557,25,13.9,128,"0.93635","0.00214"
"329","GO:0032715","negative regulation of interleukin-6 pro...",11,3,0.27,129,"0.00216","0.00216"
"330","GO:0012501","programmed cell death",558,25,13.92,130,"0.19965","0.00219"
"331","GO:0050794","regulation of cellular process",2778,84,69.31,131,"0.39118","0.00225"
"332","GO:1902106","negative regulation of leukocyte differe...",23,4,0.57,132,"0.23776","0.00226"
"333","GO:0030801","positive regulation of cyclic nucleotide...",23,4,0.57,133,"1.00000","0.00226"
"334","GO:1903901","negative regulation of viral life cycle",23,4,0.57,134,"1.00000","0.00226"
"335","GO:0001655","urogenital system development",55,6,1.37,135,"0.50650","0.00226"
"336","GO:0040011","locomotion",350,18,8.73,136,"0.11542","0.00230"
"337","GO:0031348","negative regulation of defense response",38,5,0.95,137,"0.37236","0.00230"
"338","GO:0008277","regulation of G-protein coupled receptor...",38,5,0.95,138,"0.00230","0.00230"
"339","GO:0001933","negative regulation of protein phosphory...",117,9,2.92,139,"0.03572","0.00236"
"340","GO:0030182","neuron differentiation",268,15,6.69,140,"0.00244","0.00244"
"341","GO:0030099","myeloid cell differentiation",118,9,2.94,141,"0.34248","0.00250"
"342","GO:0043069","negative regulation of programmed cell d...",242,14,6.04,142,"0.03241","0.00252"
"343","GO:0019079","viral genome replication",39,5,0.97,143,"0.45806","0.00259"
"344","GO:0032496","response to lipopolysaccharide",76,7,1.9,144,"0.00264","0.00264"
"345","GO:0002762","negative regulation of myeloid leukocyte...",12,3,0.3,145,"0.00282","0.00282"
"346","GO:1903670","regulation of sprouting angiogenesis",12,3,0.3,146,"0.13858","0.00282"
"347","GO:0001656","metanephros development",12,3,0.3,147,"0.00282","0.00282"
"348","GO:0009187","cyclic nucleotide metabolic process",40,5,1,148,"0.44473","0.00290"
"349","GO:0030855","epithelial cell differentiation",121,9,3.02,149,"0.44417","0.00297"
"350","GO:0030810","positive regulation of nucleotide biosyn...",25,4,0.62,150,"1.00000","0.00310"
"351","GO:0051341","regulation of oxidoreductase activity",25,4,0.62,151,"0.19931","0.00310"
"352","GO:1900373","positive regulation of purine nucleotide...",25,4,0.62,152,"1.00000","0.00310"
"353","GO:0042981","regulation of apoptotic process",423,20,10.55,153,"0.13654","0.00351"
"354","GO:0048646","anatomical structure formation involved ...",198,12,4.94,154,"0.43413","0.00353"
"355","GO:0043281","regulation of cysteine-type endopeptidas...",60,6,1.5,155,"0.14666","0.00353"
"356","GO:0045944","positive regulation of transcription fro...",307,16,7.66,156,"0.00359","0.00359"
"357","GO:0048771","tissue remodeling",26,4,0.65,157,"0.00359","0.00359"
"358","GO:0048525","negative regulation of viral process",26,4,0.65,158,"1.00000","0.00359"
"359","GO:1900182","positive regulation of protein localizat...",42,5,1.05,159,"0.13948","0.00360"
"360","GO:0048644","muscle organ morphogenesis",13,3,0.32,160,"0.00360","0.00360"
"361","GO:0051960","regulation of nervous system development",174,11,4.34,161,"0.17275","0.00377"
"362","GO:0010605","negative regulation of macromolecule met...",878,34,21.91,162,"0.16911","0.00381"
"363","GO:0050769","positive regulation of neurogenesis",103,8,2.57,163,"0.33942","0.00388"
"364","GO:0007166","cell surface receptor signaling pathway",646,27,16.12,164,"0.22813","0.00388"
"365","GO:0009790","embryo development",227,13,5.66,165,"0.46511","0.00393"
"366","GO:0050789","regulation of biological process",2949,87,73.58,166,"0.57305","0.00398"
"367","GO:0072359","circulatory system development",201,12,5.02,167,"0.61528","0.00399"
"368","GO:0007266","Rho protein signal transduction",43,5,1.07,168,"0.32484","0.00400"
"369","GO:1903708","positive regulation of hemopoiesis",43,5,1.07,169,"0.15642","0.00400"
"370","GO:0002064","epithelial cell development",43,5,1.07,170,"0.06522","0.00400"
"371","GO:0043067","regulation of programmed cell death",428,20,10.68,171,"0.14662","0.00402"
"372","GO:0030278","regulation of ossification",27,4,0.67,172,"0.00414","0.00414"
"373","GO:0035023","regulation of Rho protein signal transdu...",27,4,0.67,173,"0.00414","0.00414"
"374","GO:0050727","regulation of inflammatory response",62,6,1.55,174,"0.63164","0.00416"
"375","GO:0010558","negative regulation of macromolecule bio...",492,22,12.28,175,"0.23330","0.00432"
"376","GO:0042326","negative regulation of phosphorylation",128,9,3.19,176,"0.05454","0.00434"
"377","GO:0002237","response to molecule of bacterial origin",83,7,2.07,177,"1.00000","0.00435"
"378","GO:0007565","female pregnancy",44,5,1.1,178,"0.00442","0.00442"
"379","GO:1903900","regulation of viral life cycle",44,5,1.1,179,"0.52075","0.00442"
"380","GO:0002763","positive regulation of myeloid leukocyte...",14,3,0.35,180,"0.00450","0.00450"
"381","GO:0060993","kidney morphogenesis",14,3,0.35,181,"0.00450","0.00450"
"382","GO:2000116","regulation of cysteine-type endopeptidas...",63,6,1.57,182,"0.17240","0.00451"
"383","GO:0070371","ERK1 and ERK2 cascade",63,6,1.57,183,"0.10574","0.00451"
"384","GO:0002520","immune system development",258,14,6.44,184,"0.41406","0.00452"
"385","GO:0065007","biological regulation",3097,90,77.27,185,"0.55031","0.00485"
"386","GO:0033209","tumor necrosis factor-mediated signaling...",64,6,1.6,186,"0.00488","0.00488"
"387","GO:0001525","angiogenesis",86,7,2.15,187,"1.00000","0.00529"
"388","GO:0032102","negative regulation of response to exter...",46,5,1.15,188,"0.48444","0.00537"
"389","GO:0001822","kidney development",46,5,1.15,189,"1.00000","0.00537"
"390","GO:0043409","negative regulation of MAPK cascade",46,5,1.15,190,"0.16518","0.00537"
"391","GO:0008625","extrinsic apoptotic signaling pathway vi...",29,4,0.72,191,"0.00539","0.00539"
"392","GO:2001237","negative regulation of extrinsic apoptot...",29,4,0.72,192,"0.00539","0.00539"
"393","GO:0051962","positive regulation of nervous system de...",109,8,2.72,193,"0.37900","0.00548"
"394","GO:0042993","positive regulation of transcription fac...",15,3,0.37,194,"0.00553","0.00553"
"395","GO:0003231","cardiac ventricle development",15,3,0.37,195,"0.00553","0.00553"
"396","GO:0045682","regulation of epidermis development",15,3,0.37,196,"0.20055","0.00553"
"397","GO:0035455","response to interferon-alpha",5,2,0.12,197,"0.00587","0.00587"
"398","GO:0060712","spongiotrophoblast layer development",5,2,0.12,198,"0.00587","0.00587"
"399","GO:0002043","blood vessel endothelial cell proliferat...",5,2,0.12,199,"0.00587","0.00587"
"400","GO:0030514","negative regulation of BMP signaling pat...",5,2,0.12,200,"0.00587","0.00587"
"401","GO:0071944","cell periphery",1013,39,25.23,1,"0.4884","0.0020"
"402","GO:0005886","plasma membrane",982,38,24.46,2,"0.0021","0.0021"
"403","GO:0009986","cell surface",138,9,3.44,3,"0.0070","0.0070"
"404","GO:0098552","side of membrane",98,7,2.44,4,"0.0106","0.0106"
"405","GO:0009897","external side of plasma membrane",36,4,0.9,5,"0.0116","0.0116"
"406","GO:0005788","endoplasmic reticulum lumen",59,5,1.47,6,"0.0151","0.0151"
"407","GO:0005887","integral component of plasma membrane",249,12,6.2,7,"0.0203","0.0203"
"408","GO:0043202","lysosomal lumen",26,3,0.65,8,"0.0258","0.0258"
"409","GO:0031226","intrinsic component of plasma membrane",261,12,6.5,9,"0.0281","0.0281"
"410","GO:0044459","plasma membrane part",491,19,12.23,10,"0.0331","0.0331"
"411","GO:0042734","presynaptic membrane",13,2,0.32,11,"0.0401","0.0401"
"412","GO:0031256","leading edge membrane",32,3,0.8,12,"0.0442","0.0442"
"413","GO:0005882","intermediate filament",15,2,0.37,13,"0.0523","0.0523"
"414","GO:0031252","cell leading edge",88,5,2.19,14,"0.0673","0.0673"
"415","GO:0031514","motile cilium",39,3,0.97,15,"0.0720","0.0720"
"416","GO:0001725","stress fiber",18,2,0.45,16,"0.0726","0.0726"
"417","GO:0097517","contractile actin filament bundle",18,2,0.45,17,"0.0726","0.0726"
"418","GO:0005720","nuclear heterochromatin",18,2,0.45,18,"0.0726","0.0726"
"419","GO:0032432","actin filament bundle",19,2,0.47,19,"0.0799","0.0799"
"420","GO:0030054","cell junction",308,12,7.67,20,"0.0800","0.0800"
"421","GO:0000792","heterochromatin",41,3,1.02,21,"0.0811","0.0811"
"422","GO:0097729","9+2 motile cilium",20,2,0.5,22,"0.0873","0.0873"
"423","GO:0036126","sperm flagellum",20,2,0.5,23,"0.0873","0.0873"
"424","GO:0031224","intrinsic component of membrane",1025,32,25.53,24,"0.0905","0.0905"
"425","GO:0042383","sarcolemma",21,2,0.52,25,"0.0950","0.0950"
"426","GO:0005875","microtubule associated complex",44,3,1.1,26,"0.0956","0.0956"
"427","GO:0044464","cell part",4474,115,111.43,27,"0.1707","0.0973"
"428","GO:0030027","lamellipodium",45,3,1.12,28,"0.1006","0.1006"
"429","GO:0005623","cell",4477,115,111.5,29,"0.1776","0.1022"
"430","GO:0001726","ruffle",46,3,1.15,30,"0.1058","0.1058"
"431","GO:0016021","integral component of membrane",1006,31,25.05,31,"0.1090","0.1090"
"432","GO:0005775","vacuolar lumen",47,3,1.17,32,"0.1110","0.1110"
"433","GO:0043034","costamere",5,1,0.12,33,"0.1185","0.1185"
"434","GO:0005891","voltage-gated calcium channel complex",5,1,0.12,34,"0.1185","0.1185"
"435","GO:0032589","neuron projection membrane",5,1,0.12,35,"0.1185","0.1185"
"436","GO:0001652","granular component",5,1,0.12,36,"0.1185","0.1185"
"437","GO:0000164","protein phosphatase type 1 complex",5,1,0.12,37,"0.1185","0.1185"
"438","GO:0042641","actomyosin",24,2,0.6,38,"0.1191","0.1191"
"439","GO:0005912","adherens junction",168,7,4.18,39,"0.1243","0.1243"
"440","GO:0098793","presynapse",78,4,1.94,40,"0.1287","0.1287"
"441","GO:0070161","anchoring junction",170,7,4.23,41,"0.1300","0.1300"
"442","GO:0072562","blood microparticle",26,2,0.65,42,"0.1359","0.1359"
"443","GO:0005924","cell-substrate adherens junction",142,6,3.54,43,"0.1417","0.1417"
"444","GO:0005925","focal adhesion",142,6,3.54,44,"0.1417","0.1417"
"445","GO:0030055","cell-substrate junction",143,6,3.56,45,"0.1451","0.1451"
"446","GO:0097228","sperm principal piece",7,1,0.17,46,"0.1619","0.1619"
"447","GO:0000788","nuclear nucleosome",7,1,0.17,47,"0.1619","0.1619"
"448","GO:0044798","nuclear transcription factor complex",57,3,1.42,48,"0.1685","0.1685"
"449","GO:1904813","ficolin-1-rich granule lumen",57,3,1.42,49,"0.1685","0.1685"
"450","GO:0045202","synapse",184,7,4.58,50,"0.1735","0.1735"
"451","GO:0031234","extrinsic component of cytoplasmic side ...",31,2,0.77,51,"0.1798","0.1798"
"452","GO:0031616","spindle pole centrosome",8,1,0.2,52,"0.1828","0.1828"
"453","GO:0030315","T-tubule",8,1,0.2,53,"0.1828","0.1828"
"454","GO:0034709","methylosome",8,1,0.2,54,"0.1828","0.1828"
"455","GO:0048786","presynaptic active zone",8,1,0.2,55,"0.1828","0.1828"
"456","GO:0033017","sarcoplasmic reticulum membrane",8,1,0.2,56,"0.1828","0.1828"
"457","GO:0005741","mitochondrial outer membrane",60,3,1.49,57,"0.1872","0.1872"
"458","GO:0044304","main axon",9,1,0.22,58,"0.2032","0.2032"
"459","GO:0000780","condensed nuclear chromosome, centromeri...",9,1,0.22,59,"0.2032","0.2032"
"460","GO:0001891","phagocytic cup",9,1,0.22,60,"0.2032","0.2032"
"461","GO:0032281","AMPA glutamate receptor complex",9,1,0.22,61,"0.2032","0.2032"
"462","GO:0005911","cell-cell junction",94,4,2.34,62,"0.2059","0.2059"
"463","GO:0045111","intermediate filament cytoskeleton",34,2,0.85,63,"0.2071","0.2071"
"464","GO:0016605","PML body",34,2,0.85,64,"0.2071","0.2071"
"465","GO:0000323","lytic vacuole",195,7,4.86,65,"0.2115","0.2115"
"466","GO:0005764","lysosome",195,7,4.86,66,"0.2115","0.2115"
"467","GO:0005773","vacuole",231,8,5.75,67,"0.2164","0.2164"
"468","GO:0000974","Prp19 complex",10,1,0.25,68,"0.2231","0.2231"
"469","GO:0051233","spindle midzone",10,1,0.25,69,"0.2231","0.2231"
"470","GO:0005719","nuclear euchromatin",10,1,0.25,70,"0.2231","0.2231"
"471","GO:0034704","calcium channel complex",10,1,0.25,71,"0.2231","0.2231"
"472","GO:0031941","filamentous actin",10,1,0.25,72,"0.2231","0.2231"
"473","GO:0019867","outer membrane",66,3,1.64,73,"0.2261","0.2261"
"474","GO:0031968","organelle outer membrane",66,3,1.64,74,"0.2261","0.2261"
"475","GO:0005774","vacuolar membrane",131,5,3.26,75,"0.2269","0.2269"
"476","GO:0099513","polymeric cytoskeletal fiber",165,6,4.11,76,"0.2277","0.2277"
"477","GO:0101002","ficolin-1-rich granule",67,3,1.67,77,"0.2327","0.2327"
"478","GO:0120038","plasma membrane bounded cell projection ...",274,9,6.82,78,"0.2417","0.2417"
"479","GO:0044463","cell projection part",274,9,6.82,79,"0.2417","0.2417"
"480","GO:0001772","immunological synapse",11,1,0.27,80,"0.2425","0.2425"
"481","GO:0005581","collagen trimer",11,1,0.27,81,"0.2425","0.2425"
"482","GO:0016235","aggresome",11,1,0.27,82,"0.2425","0.2425"
"483","GO:0097223","sperm part",38,2,0.95,83,"0.2441","0.2441"
"484","GO:0031253","cell projection membrane",69,3,1.72,84,"0.2461","0.2461"
"485","GO:0044437","vacuolar part",170,6,4.23,85,"0.2484","0.2484"
"486","GO:0044425","membrane part",1376,38,34.27,86,"0.2511","0.2511"
"487","GO:0042581","specific granule",39,2,0.97,87,"0.2534","0.2534"
"488","GO:0044291","cell-cell contact zone",12,1,0.3,88,"0.2614","0.2614"
"489","GO:0016529","sarcoplasmic reticulum",12,1,0.3,89,"0.2614","0.2614"
"490","GO:0035580","specific granule lumen",12,1,0.3,90,"0.2614","0.2614"
"491","GO:0005604","basement membrane",12,1,0.3,91,"0.2614","0.2614"
"492","GO:0005732","small nucleolar ribonucleoprotein comple...",12,1,0.3,92,"0.2614","0.2614"
"493","GO:0033267","axon part",40,2,1,93,"0.2628","0.2628"
"494","GO:0019897","extrinsic component of plasma membrane",40,2,1,94,"0.2628","0.2628"
"495","GO:0034703","cation channel complex",40,2,1,95,"0.2628","0.2628"
"496","GO:0031012","extracellular matrix",107,4,2.66,96,"0.2763","0.2763"
"497","GO:0000791","euchromatin",13,1,0.32,97,"0.2798","0.2798"
"498","GO:0099512","supramolecular fiber",217,7,5.4,98,"0.2955","0.2955"
"499","GO:0099081","supramolecular polymer",217,7,5.4,99,"0.2955","0.2955"
"500","GO:0016528","sarcoplasm",14,1,0.35,100,"0.2978","0.2978"
"501","GO:0015629","actin cytoskeleton",111,4,2.76,101,"0.2988","0.2988"
"502","GO:0099080","supramolecular complex",218,7,5.43,102,"0.2995","0.2995"
"503","GO:0005765","lysosomal membrane",112,4,2.79,103,"0.3044","0.3044"
"504","GO:0098852","lytic vacuole membrane",112,4,2.79,104,"0.3044","0.3044"
"505","GO:0090575","RNA polymerase II transcription factor c...",45,2,1.12,105,"0.3093","0.3093"
"506","GO:0008328","ionotropic glutamate receptor complex",15,1,0.37,106,"0.3154","0.3154"
"507","GO:0098878","neurotransmitter receptor complex",15,1,0.37,107,"0.3154","0.3154"
"508","GO:0043195","terminal bouton",15,1,0.37,108,"0.3154","0.3154"
"509","GO:0009898","cytoplasmic side of plasma membrane",46,2,1.15,109,"0.3185","0.3185"
"510","GO:0034702","ion channel complex",46,2,1.15,110,"0.3185","0.3185"
"511","GO:0042995","cell projection",485,14,12.08,111,"0.3198","0.3198"
"512","GO:0044456","synapse part",151,5,3.76,112,"0.3231","0.3231"
"513","GO:0044420","extracellular matrix component",16,1,0.4,113,"0.3325","0.3325"
"514","GO:0044441","ciliary part",117,4,2.91,114,"0.3329","0.3329"
"515","GO:0030016","myofibril",49,2,1.22,115,"0.3461","0.3461"
"516","GO:0001750","photoreceptor outer segment",17,1,0.42,116,"0.3492","0.3492"
"517","GO:0005783","endoplasmic reticulum",497,14,12.38,117,"0.3539","0.3539"
"518","GO:0044449","contractile fiber part",50,2,1.25,118,"0.3552","0.3552"
"519","GO:0005667","transcription factor complex",85,3,2.12,119,"0.3555","0.3555"
"520","GO:0120025","plasma membrane bounded cell projection",462,13,11.51,120,"0.3638","0.3638"
"521","GO:0098562","cytoplasmic side of membrane",51,2,1.27,121,"0.3643","0.3643"
"522","GO:0012505","endomembrane system",1203,32,29.96,122,"0.3653","0.3653"
"523","GO:0005871","kinesin complex",18,1,0.45,123,"0.3654","0.3654"
"524","GO:0030136","clathrin-coated vesicle",52,2,1.3,124,"0.3733","0.3733"
"525","GO:0043292","contractile fiber",52,2,1.3,125,"0.3733","0.3733"
"526","GO:0005902","microvillus",19,1,0.47,126,"0.3813","0.3813"
"527","GO:0045121","membrane raft",53,2,1.32,127,"0.3822","0.3822"
"528","GO:0098857","membrane microdomain",53,2,1.32,128,"0.3822","0.3822"
"529","GO:0097060","synaptic membrane",53,2,1.32,129,"0.3822","0.3822"
"530","GO:0031463","Cul3-RING ubiquitin ligase complex",21,1,0.52,130,"0.4118","0.4118"
"531","GO:0048471","perinuclear region of cytoplasm",207,6,5.16,131,"0.4121","0.4121"
"532","GO:0005576","extracellular region",1069,28,26.62,132,"0.4153","0.4153"
"533","GO:0097731","9+0 non-motile cilium",22,1,0.55,133,"0.4266","0.4266"
"534","GO:0097733","photoreceptor cell cilium",22,1,0.55,134,"0.4266","0.4266"
"535","GO:0034774","secretory granule lumen",97,3,2.42,135,"0.4368","0.4368"
"536","GO:0032587","ruffle membrane",23,1,0.57,136,"0.4409","0.4409"
"537","GO:0035579","specific granule membrane",23,1,0.57,137,"0.4409","0.4409"
"538","GO:0008287","protein serine/threonine phosphatase com...",23,1,0.57,138,"0.4409","0.4409"
"539","GO:1903293","phosphatase complex",23,1,0.57,139,"0.4409","0.4409"
"540","GO:1902495","transmembrane transporter complex",60,2,1.49,140,"0.4434","0.4434"
"541","GO:0030141","secretory granule",214,6,5.33,141,"0.4436","0.4436"
"542","GO:0005768","endosome",254,7,6.33,142,"0.4479","0.4479"
"543","GO:0005876","spindle microtubule",24,1,0.6,143,"0.4549","0.4549"
"544","GO:0032040","small-subunit processome",24,1,0.6,144,"0.4549","0.4549"
"545","GO:0043679","axon terminus",24,1,0.6,145,"0.4549","0.4549"
"546","GO:0031983","vesicle lumen",101,3,2.52,146,"0.4632","0.4632"
"547","GO:0060205","cytoplasmic vesicle lumen",101,3,2.52,147,"0.4632","0.4632"
"548","GO:0005884","actin filament",25,1,0.62,148,"0.4685","0.4685"
"549","GO:0016234","inclusion body",25,1,0.62,149,"0.4685","0.4685"
"550","GO:0005615","extracellular space",939,24,23.39,150,"0.4804","0.4804"
"551","GO:0032580","Golgi cisterna membrane",26,1,0.65,151,"0.4818","0.4818"
"552","GO:1990351","transporter complex",65,2,1.62,152,"0.4850","0.4850"
"553","GO:0098590","plasma membrane region",185,5,4.61,153,"0.4918","0.4918"
"554","GO:0016020","membrane",2265,57,56.41,154,"0.9845","0.4928"
"555","GO:0098588","bounding membrane of organelle",585,15,14.57,155,"0.4942","0.4942"
"556","GO:0031674","I band",27,1,0.67,156,"0.4948","0.4948"
"557","GO:0005758","mitochondrial intermembrane space",27,1,0.67,157,"0.4948","0.4948"
"558","GO:0044306","neuron projection terminus",28,1,0.7,158,"0.5075","0.5075"
"559","GO:0000786","nucleosome",28,1,0.7,159,"0.5075","0.5075"
"560","GO:0015030","Cajal body",28,1,0.7,160,"0.5075","0.5075"
"561","GO:0019898","extrinsic component of membrane",69,2,1.72,161,"0.5168","0.5168"
"562","GO:0005929","cilium",152,4,3.79,162,"0.5282","0.5282"
"563","GO:0018995","host",30,1,0.75,163,"0.5319","0.5319"
"564","GO:0044815","DNA packaging complex",30,1,0.75,164,"0.5319","0.5319"
"565","GO:0044215","other organism",30,1,0.75,165,"0.5319","0.5319"
"566","GO:0044216","other organism cell",30,1,0.75,166,"0.5319","0.5319"
"567","GO:0043657","host cell",30,1,0.75,167,"0.5319","0.5319"
"568","GO:0044217","other organism part",30,1,0.75,168,"0.5319","0.5319"
"569","GO:0031970","organelle envelope lumen",30,1,0.75,169,"0.5319","0.5319"
"570","GO:0097730","non-motile cilium",31,1,0.77,170,"0.5436","0.5436"
"571","GO:0099503","secretory vesicle",238,6,5.93,171,"0.5483","0.5483"
"572","GO:0035097","histone methyltransferase complex",32,1,0.8,172,"0.5550","0.5550"
"573","GO:0031985","Golgi cisterna",32,1,0.8,173,"0.5550","0.5550"
"574","GO:0044421","extracellular region part",973,24,24.23,174,"0.5588","0.5588"
"575","GO:0030665","clathrin-coated vesicle membrane",33,1,0.82,175,"0.5662","0.5662"
"576","GO:0022627","cytosolic small ribosomal subunit",33,1,0.82,176,"0.5662","0.5662"
"577","GO:0005815","microtubule organizing center",243,6,6.05,177,"0.5691","0.5691"
"578","GO:0044454","nuclear chromosome part",204,5,5.08,178,"0.5800","0.5800"
"579","GO:0030425","dendrite",121,3,3.01,179,"0.5856","0.5856"
"580","GO:0044432","endoplasmic reticulum part",372,9,9.26,180,"0.5873","0.5873"
"581","GO:0005856","cytoskeleton",579,14,14.42,181,"0.5907","0.5907"
"582","GO:0098589","membrane region",80,2,1.99,182,"0.5976","0.5976"
"583","GO:0098802","plasma membrane receptor complex",36,1,0.9,183,"0.5980","0.5980"
"584","GO:0000794","condensed nuclear chromosome",36,1,0.9,184,"0.5980","0.5980"
"585","GO:0036064","ciliary basal body",36,1,0.9,185,"0.5980","0.5980"
"586","GO:0044430","cytoskeletal part",459,11,11.43,186,"0.6009","0.6009"
"587","GO:0070062","extracellular exosome",788,19,19.63,187,"0.6013","0.6013"
"588","GO:0000151","ubiquitin ligase complex",125,3,3.11,188,"0.6079","0.6079"
"589","GO:0005930","axoneme",37,1,0.92,189,"0.6081","0.6081"
"590","GO:0044309","neuron spine",37,1,0.92,190,"0.6081","0.6081"
"591","GO:0043197","dendritic spine",37,1,0.92,191,"0.6081","0.6081"
"592","GO:0043230","extracellular organelle",791,19,19.7,192,"0.6085","0.6085"
"593","GO:1903561","extracellular vesicle",791,19,19.7,193,"0.6085","0.6085"
"594","GO:0005730","nucleolus",423,10,10.53,194,"0.6177","0.6177"
"595","GO:0042470","melanosome",38,1,0.95,195,"0.6179","0.6179"
"596","GO:0097014","ciliary plasm",38,1,0.95,196,"0.6179","0.6179"
"597","GO:0048770","pigment granule",38,1,0.95,197,"0.6179","0.6179"
"598","GO:0005874","microtubule",127,3,3.16,198,"0.6187","0.6187"
"599","GO:0045211","postsynaptic membrane",39,1,0.97,199,"0.6275","0.6275"
"600","GO:0016604","nuclear body",302,7,7.52,200,"0.6342","0.6342"
