"","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic"
"318","GO:0070977","bone maturation",5,1,0.11,118,"0.1045","0.1045"
"319","GO:0006857","oligopeptide transport",5,1,0.11,119,"0.1045","0.1045"
"320","GO:0006829","zinc II ion transport",5,1,0.11,120,"0.1045","0.1045"
"321","GO:0009264","deoxyribonucleotide catabolic process",5,1,0.11,121,"0.1045","0.1045"
"322","GO:0071577","zinc II ion transmembrane transport",5,1,0.11,122,"0.1045","0.1045"
"323","GO:0035089","establishment of apical/basal cell polar...",5,1,0.11,123,"0.1045","0.1045"
"324","GO:0021903","rostrocaudal neural tube patterning",5,1,0.11,124,"0.1045","0.1045"
"325","GO:0009200","deoxyribonucleoside triphosphate metabol...",5,1,0.11,125,"0.1045","0.1045"
"326","GO:0051238","sequestering of metal ion",5,1,0.11,126,"0.1045","0.1045"
"327","GO:0072710","response to hydroxyurea",5,1,0.11,127,"0.1045","0.1045"
"328","GO:0046386","deoxyribose phosphate catabolic process",5,1,0.11,128,"0.1045","0.1045"
"329","GO:0003197","endocardial cushion development",5,1,0.11,129,"0.1045","0.1045"
"330","GO:0046325","negative regulation of glucose import",5,1,0.11,130,"0.1045","0.1045"
"331","GO:0046688","response to copper ion",5,1,0.11,131,"0.1045","0.1045"
"332","GO:0009070","serine family amino acid biosynthetic pr...",5,1,0.11,132,"0.1045","0.1045"
"333","GO:0010742","macrophage derived foam cell differentia...",5,1,0.11,133,"0.1045","0.1045"
"334","GO:0048286","lung alveolus development",5,1,0.11,134,"0.1045","0.1045"
"335","GO:0070816","phosphorylation of RNA polymerase II C-t...",5,1,0.11,135,"0.1045","0.1045"
"336","GO:0045920","negative regulation of exocytosis",5,1,0.11,136,"0.1045","0.1045"
"337","GO:0009812","flavonoid metabolic process",5,1,0.11,137,"0.1045","0.1045"
"338","GO:0090077","foam cell differentiation",5,1,0.11,138,"0.1045","0.1045"
"339","GO:0089711","L-glutamate transmembrane transport",5,1,0.11,139,"0.1045","0.1045"
"340","GO:1903306","negative regulation of regulated secreto...",5,1,0.11,140,"0.1045","0.1045"
"341","GO:0030299","intestinal cholesterol absorption",5,1,0.11,141,"0.1045","0.1045"
"342","GO:2000171","negative regulation of dendrite developm...",5,1,0.11,142,"0.1045","0.1045"
"343","GO:0043507","positive regulation of JUN kinase activi...",26,2,0.57,143,"0.1092","0.1092"
"344","GO:0050807","regulation of synapse organization",26,2,0.57,144,"0.1092","0.1092"
"345","GO:0007173","epidermal growth factor receptor signali...",26,2,0.57,145,"0.1092","0.1092"
"346","GO:0061041","regulation of wound healing",26,2,0.57,146,"0.1092","0.1092"
"347","GO:0000075","cell cycle checkpoint",84,4,1.83,147,"0.1099","0.1099"
"348","GO:0035239","tube morphogenesis",85,4,1.85,148,"0.1135","0.1135"
"349","GO:0032502","developmental process",1381,36,30.13,149,"0.1135","0.1135"
"350","GO:0001952","regulation of cell-matrix adhesion",27,2,0.59,150,"0.1163","0.1163"
"351","GO:0050803","regulation of synapse structure or activ...",27,2,0.59,151,"0.1163","0.1163"
"352","GO:0007416","synapse assembly",27,2,0.59,152,"0.1163","0.1163"
"353","GO:0030534","adult behavior",27,2,0.59,153,"0.1163","0.1163"
"354","GO:0007586","digestion",27,2,0.59,154,"0.1163","0.1163"
"355","GO:0007275","multicellular organism development",1167,31,25.46,155,"0.1177","0.1177"
"356","GO:0001654","eye development",87,4,1.9,156,"0.1208","0.1208"
"357","GO:0007166","cell surface receptor signaling pathway",662,19,14.44,157,"0.1213","0.1213"
"358","GO:0045834","positive regulation of lipid metabolic p...",28,2,0.61,158,"0.1236","0.1236"
"359","GO:0030218","erythrocyte differentiation",28,2,0.61,159,"0.1236","0.1236"
"360","GO:0043506","regulation of JUN kinase activity",28,2,0.61,160,"0.1236","0.1236"
"361","GO:0061138","morphogenesis of a branching epithelium",28,2,0.61,161,"0.1236","0.1236"
"362","GO:0006633","fatty acid biosynthetic process",28,2,0.61,162,"0.1236","0.1236"
"363","GO:0051093","negative regulation of developmental pro...",192,7,4.19,163,"0.1240","0.1240"
"364","GO:0015740","C4-dicarboxylate transport",6,1,0.13,164,"0.1240","0.1240"
"365","GO:0044241","lipid digestion",6,1,0.13,165,"0.1240","0.1240"
"366","GO:0015701","bicarbonate transport",6,1,0.13,166,"0.1240","0.1240"
"367","GO:0051654","establishment of mitochondrion localizat...",6,1,0.13,167,"0.1240","0.1240"
"368","GO:0043555","regulation of translation in response to...",6,1,0.13,168,"0.1240","0.1240"
"369","GO:0048566","embryonic digestive tract development",6,1,0.13,169,"0.1240","0.1240"
"370","GO:0032232","negative regulation of actin filament bu...",6,1,0.13,170,"0.1240","0.1240"
"371","GO:0001961","positive regulation of cytokine-mediated...",6,1,0.13,171,"0.1240","0.1240"
"372","GO:0015813","L-glutamate transport",6,1,0.13,172,"0.1240","0.1240"
"373","GO:0051497","negative regulation of stress fiber asse...",6,1,0.13,173,"0.1240","0.1240"
"374","GO:0010470","regulation of gastrulation",6,1,0.13,174,"0.1240","0.1240"
"375","GO:0015800","acidic amino acid transport",6,1,0.13,175,"0.1240","0.1240"
"376","GO:0033151","V(D)J recombination",6,1,0.13,176,"0.1240","0.1240"
"377","GO:0071711","basement membrane organization",6,1,0.13,177,"0.1240","0.1240"
"378","GO:0045655","regulation of monocyte differentiation",6,1,0.13,178,"0.1240","0.1240"
"379","GO:0009404","toxin metabolic process",6,1,0.13,179,"0.1240","0.1240"
"380","GO:0055093","response to hyperoxia",6,1,0.13,180,"0.1240","0.1240"
"381","GO:0034377","plasma lipoprotein particle assembly",6,1,0.13,181,"0.1240","0.1240"
"382","GO:2000737","negative regulation of stem cell differe...",6,1,0.13,182,"0.1240","0.1240"
"383","GO:0034643","establishment of mitochondrion localizat...",6,1,0.13,183,"0.1240","0.1240"
"384","GO:0061339","establishment or maintenance of monopola...",6,1,0.13,184,"0.1240","0.1240"
"385","GO:0070922","small RNA loading onto RISC",6,1,0.13,185,"0.1240","0.1240"
"386","GO:0003309","type B pancreatic cell differentiation",6,1,0.13,186,"0.1240","0.1240"
"387","GO:0071801","regulation of podosome assembly",6,1,0.13,187,"0.1240","0.1240"
"388","GO:0097484","dendrite extension",6,1,0.13,188,"0.1240","0.1240"
"389","GO:0010962","regulation of glucan biosynthetic proces...",6,1,0.13,189,"0.1240","0.1240"
"390","GO:0098581","detection of external biotic stimulus",6,1,0.13,190,"0.1240","0.1240"
"391","GO:0043114","regulation of vascular permeability",6,1,0.13,191,"0.1240","0.1240"
"392","GO:0050427","3'-phosphoadenosine 5'-phosphosulfate me...",6,1,0.13,192,"0.1240","0.1240"
"393","GO:0035036","sperm-egg recognition",6,1,0.13,193,"0.1240","0.1240"
"394","GO:0001516","prostaglandin biosynthetic process",6,1,0.13,194,"0.1240","0.1240"
"395","GO:0061162","establishment of monopolar cell polarity",6,1,0.13,195,"0.1240","0.1240"
"396","GO:0065005","protein-lipid complex assembly",6,1,0.13,196,"0.1240","0.1240"
"397","GO:0090266","regulation of mitotic cell cycle spindle...",6,1,0.13,197,"0.1240","0.1240"
"398","GO:0046457","prostanoid biosynthetic process",6,1,0.13,198,"0.1240","0.1240"
"399","GO:2000641","regulation of early endosome to late end...",6,1,0.13,199,"0.1240","0.1240"
"400","GO:0051895","negative regulation of focal adhesion as...",6,1,0.13,200,"0.1240","0.1240"
"401","GO:0071944","cell periphery",1127,35,24.85,1,"0.013","0.013"
"402","GO:0005886","plasma membrane",1099,34,24.23,2,"0.016","0.016"
"403","GO:0000307","cyclin-dependent protein kinase holoenzy...",10,2,0.22,3,"0.019","0.019"
"404","GO:0005887","integral component of plasma membrane",283,12,6.24,4,"0.021","0.021"
"405","GO:0031226","intrinsic component of plasma membrane",299,12,6.59,5,"0.030","0.030"
"406","GO:0045178","basal part of cell",13,2,0.29,6,"0.032","0.032"
"407","GO:0031224","intrinsic component of membrane",1103,31,24.32,7,"0.074","0.074"
"408","GO:0044425","membrane part",1457,39,32.12,8,"0.083","0.083"
"409","GO:0016021","integral component of membrane",1074,30,23.68,9,"0.084","0.084"
"410","GO:1902554","serine/threonine protein kinase complex",25,2,0.55,10,"0.104","0.104"
"411","GO:0016442","RISC complex",5,1,0.11,11,"0.106","0.106"
"412","GO:0031332","RNAi effector complex",5,1,0.11,12,"0.106","0.106"
"413","GO:0035068","micro-ribonucleoprotein complex",6,1,0.13,13,"0.125","0.125"
"414","GO:0031254","cell trailing edge",6,1,0.13,14,"0.125","0.125"
"415","GO:0070578","RISC-loading complex",6,1,0.13,15,"0.125","0.125"
"416","GO:0001931","uropod",6,1,0.13,16,"0.125","0.125"
"417","GO:0031528","microvillus membrane",6,1,0.13,17,"0.125","0.125"
"418","GO:1902911","protein kinase complex",29,2,0.64,18,"0.133","0.133"
"419","GO:0099568","cytoplasmic region",90,4,1.98,19,"0.136","0.136"
"420","GO:0031143","pseudopodium",7,1,0.15,20,"0.145","0.145"
"421","GO:0017119","Golgi transport complex",7,1,0.15,21,"0.145","0.145"
"422","GO:0032806","carboxy-terminal domain protein kinase c...",8,1,0.18,22,"0.163","0.163"
"423","GO:1904115","axon cytoplasm",8,1,0.18,23,"0.163","0.163"
"424","GO:0099738","cell cortex region",8,1,0.18,24,"0.163","0.163"
"425","GO:0032281","AMPA glutamate receptor complex",8,1,0.18,25,"0.163","0.163"
"426","GO:0044459","plasma membrane part",561,16,12.37,26,"0.166","0.166"
"427","GO:0099572","postsynaptic specialization",68,3,1.5,27,"0.189","0.189"
"428","GO:0014069","postsynaptic density",68,3,1.5,28,"0.189","0.189"
"429","GO:0032279","asymmetric synapse",69,3,1.52,29,"0.194","0.194"
"430","GO:0098984","neuron to neuron synapse",69,3,1.52,30,"0.194","0.194"
"431","GO:0045111","intermediate filament cytoskeleton",37,2,0.82,31,"0.196","0.196"
"432","GO:1902555","endoribonuclease complex",10,1,0.22,32,"0.200","0.200"
"433","GO:0031312","extrinsic component of organelle membran...",10,1,0.22,33,"0.200","0.200"
"434","GO:1905348","endonuclease complex",10,1,0.22,34,"0.200","0.200"
"435","GO:0030055","cell-substrate junction",107,4,2.36,35,"0.210","0.210"
"436","GO:0005924","cell-substrate adherens junction",107,4,2.36,36,"0.210","0.210"
"437","GO:0005925","focal adhesion",107,4,2.36,37,"0.210","0.210"
"438","GO:0001891","phagocytic cup",11,1,0.24,38,"0.218","0.218"
"439","GO:0005719","nuclear euchromatin",11,1,0.24,39,"0.218","0.218"
"440","GO:0001650","fibrillar center",40,2,0.88,40,"0.220","0.220"
"441","GO:0005938","cell cortex",75,3,1.65,41,"0.229","0.229"
"442","GO:0016529","sarcoplasmic reticulum",12,1,0.26,42,"0.235","0.235"
"443","GO:0016235","aggresome",12,1,0.26,43,"0.235","0.235"
"444","GO:0030176","integral component of endoplasmic reticu...",42,2,0.93,44,"0.237","0.237"
"445","GO:1904813","ficolin-1-rich granule lumen",43,2,0.95,45,"0.245","0.245"
"446","GO:0031227","intrinsic component of endoplasmic retic...",43,2,0.95,46,"0.245","0.245"
"447","GO:0009986","cell surface",154,5,3.4,47,"0.252","0.252"
"448","GO:0035869","ciliary transition zone",13,1,0.29,48,"0.252","0.252"
"449","GO:0000791","euchromatin",13,1,0.29,49,"0.252","0.252"
"450","GO:0098878","neurotransmitter receptor complex",14,1,0.31,50,"0.268","0.268"
"451","GO:0008328","ionotropic glutamate receptor complex",14,1,0.31,51,"0.268","0.268"
"452","GO:0002102","podosome",14,1,0.31,52,"0.268","0.268"
"453","GO:0005844","polysome",16,1,0.35,53,"0.300","0.300"
"454","GO:0032838","cell projection cytoplasm",16,1,0.35,54,"0.300","0.300"
"455","GO:0016528","sarcoplasm",16,1,0.35,55,"0.300","0.300"
"456","GO:0016323","basolateral plasma membrane",51,2,1.12,56,"0.311","0.311"
"457","GO:0005667","transcription factor complex",89,3,1.96,57,"0.313","0.313"
"458","GO:0005902","microvillus",17,1,0.37,58,"0.316","0.316"
"459","GO:0070821","tertiary granule membrane",18,1,0.4,59,"0.331","0.331"
"460","GO:0072562","blood microparticle",18,1,0.4,60,"0.331","0.331"
"461","GO:0008023","transcription elongation factor complex",18,1,0.4,61,"0.331","0.331"
"462","GO:0005912","adherens junction",133,4,2.93,62,"0.337","0.337"
"463","GO:0101002","ficolin-1-rich granule",56,2,1.23,63,"0.351","0.351"
"464","GO:0048471","perinuclear region of cytoplasm",177,5,3.9,64,"0.351","0.351"
"465","GO:0044452","nucleolar part",57,2,1.26,65,"0.359","0.359"
"466","GO:0070161","anchoring junction",138,4,3.04,66,"0.362","0.362"
"467","GO:0001750","photoreceptor outer segment",21,1,0.46,67,"0.375","0.375"
"468","GO:0032580","Golgi cisterna membrane",21,1,0.46,68,"0.375","0.375"
"469","GO:0001669","acrosomal vesicle",22,1,0.49,69,"0.388","0.388"
"470","GO:0016020","membrane",2190,50,48.29,70,"0.401","0.401"
"471","GO:0005903","brush border",24,1,0.53,71,"0.415","0.415"
"472","GO:0005789","endoplasmic reticulum membrane",278,7,6.13,72,"0.415","0.415"
"473","GO:0098827","endoplasmic reticulum subcompartment",279,7,6.15,73,"0.419","0.419"
"474","GO:0042175","nuclear outer membrane-endoplasmic retic...",281,7,6.2,74,"0.426","0.426"
"475","GO:0005643","nuclear pore",25,1,0.55,75,"0.428","0.428"
"476","GO:0030175","filopodium",25,1,0.55,76,"0.428","0.428"
"477","GO:0042383","sarcolemma",25,1,0.55,77,"0.428","0.428"
"478","GO:0000932","P-body",25,1,0.55,78,"0.428","0.428"
"479","GO:0097731","9+0 non-motile cilium",26,1,0.57,79,"0.441","0.441"
"480","GO:0097733","photoreceptor cell cilium",26,1,0.57,80,"0.441","0.441"
"481","GO:0016604","nuclear body",241,6,5.31,81,"0.441","0.441"
"482","GO:0031985","Golgi cisterna",27,1,0.6,82,"0.453","0.453"
"483","GO:0016234","inclusion body",28,1,0.62,83,"0.465","0.465"
"484","GO:0035579","specific granule membrane",28,1,0.62,84,"0.465","0.465"
"485","GO:0030054","cell junction",292,7,6.44,85,"0.467","0.467"
"486","GO:0098794","postsynapse",116,3,2.56,86,"0.474","0.474"
"487","GO:0030141","secretory granule",205,5,4.52,87,"0.475","0.475"
"488","GO:0031225","anchored component of membrane",29,1,0.64,88,"0.477","0.477"
"489","GO:0045202","synapse",210,5,4.63,89,"0.497","0.497"
"490","GO:0097730","non-motile cilium",31,1,0.68,90,"0.500","0.500"
"491","GO:0045177","apical part of cell",76,2,1.68,91,"0.503","0.503"
"492","GO:0099023","tethering complex",32,1,0.71,92,"0.511","0.511"
"493","GO:0030426","growth cone",33,1,0.73,93,"0.522","0.522"
"494","GO:0098862","cluster of actin-based cell projections",34,1,0.75,94,"0.533","0.533"
"495","GO:0098852","lytic vacuole membrane",128,3,2.82,95,"0.541","0.541"
"496","GO:0005765","lysosomal membrane",128,3,2.82,96,"0.541","0.541"
"497","GO:0030427","site of polarized growth",35,1,0.77,97,"0.543","0.543"
"498","GO:0034703","cation channel complex",36,1,0.79,98,"0.553","0.553"
"499","GO:0070820","tertiary granule",36,1,0.79,99,"0.553","0.553"
"500","GO:0005795","Golgi stack",36,1,0.79,100,"0.553","0.553"
"501","GO:0016605","PML body",36,1,0.79,101,"0.553","0.553"
"502","GO:0061695","transferase complex, transferring phosph...",86,2,1.9,102,"0.571","0.571"
"503","GO:0097223","sperm part",38,1,0.84,103,"0.573","0.573"
"504","GO:0000123","histone acetyltransferase complex",38,1,0.84,104,"0.573","0.573"
"505","GO:0099503","secretory vesicle",230,5,5.07,105,"0.579","0.579"
"506","GO:0030667","secretory granule membrane",88,2,1.94,106,"0.583","0.583"
"507","GO:1902493","acetyltransferase complex",40,1,0.88,107,"0.592","0.592"
"508","GO:0031248","protein acetyltransferase complex",40,1,0.88,108,"0.592","0.592"
"509","GO:0042581","specific granule",41,1,0.9,109,"0.601","0.601"
"510","GO:0090575","RNA polymerase II transcription factor c...",41,1,0.9,110,"0.601","0.601"
"511","GO:0033267","axon part",41,1,0.9,111,"0.601","0.601"
"512","GO:0001726","ruffle",42,1,0.93,112,"0.610","0.610"
"513","GO:0031902","late endosome membrane",42,1,0.93,113,"0.610","0.610"
"514","GO:0044432","endoplasmic reticulum part",334,7,7.36,114,"0.613","0.613"
"515","GO:0032993","protein-DNA complex",43,1,0.95,115,"0.618","0.618"
"516","GO:0005774","vacuolar membrane",145,3,3.2,116,"0.626","0.626"
"517","GO:0044448","cell cortex part",44,1,0.97,117,"0.627","0.627"
"518","GO:0098858","actin-based cell projection",44,1,0.97,118,"0.627","0.627"
"519","GO:0009897","external side of plasma membrane",45,1,0.99,119,"0.635","0.635"
"520","GO:0005623","cell",4048,89,89.25,120,"0.638","0.638"
"521","GO:0098802","plasma membrane receptor complex",46,1,1.01,121,"0.643","0.643"
"522","GO:0034702","ion channel complex",49,1,1.08,122,"0.667","0.667"
"523","GO:0044798","nuclear transcription factor complex",49,1,1.08,123,"0.667","0.667"
"524","GO:0043209","myelin sheath",50,1,1.1,124,"0.674","0.674"
"525","GO:0097458","neuron part",354,7,7.81,125,"0.675","0.675"
"526","GO:0031984","organelle subcompartment",451,9,9.94,126,"0.675","0.675"
"527","GO:0031252","cell leading edge",107,2,2.36,127,"0.690","0.690"
"528","GO:0043025","neuronal cell body",107,2,2.36,128,"0.690","0.690"
"529","GO:0045211","postsynaptic membrane",53,1,1.17,129,"0.695","0.695"
"530","GO:0005813","centrosome",162,3,3.57,130,"0.701","0.701"
"531","GO:0036464","cytoplasmic ribonucleoprotein granule",54,1,1.19,131,"0.702","0.702"
"532","GO:0000790","nuclear chromatin",110,2,2.43,132,"0.704","0.704"
"533","GO:1902495","transmembrane transporter complex",55,1,1.21,133,"0.709","0.709"
"534","GO:1990351","transporter complex",56,1,1.23,134,"0.715","0.715"
"535","GO:0044451","nucleoplasm part",369,7,8.14,135,"0.717","0.717"
"536","GO:0035770","ribonucleoprotein granule",58,1,1.28,136,"0.728","0.728"
"537","GO:0005856","cytoskeleton",570,11,12.57,137,"0.729","0.729"
"538","GO:0005578","proteinaceous extracellular matrix",61,1,1.34,138,"0.746","0.746"
"539","GO:0036477","somatodendritic compartment",175,3,3.86,139,"0.750","0.750"
"540","GO:0044456","synapse part",175,3,3.86,140,"0.750","0.750"
"541","GO:0098797","plasma membrane protein complex",62,1,1.37,141,"0.751","0.751"
"542","GO:0044464","cell part",4042,88,89.12,142,"0.752","0.752"
"543","GO:0044297","cell body",122,2,2.69,143,"0.757","0.757"
"544","GO:0044441","ciliary part",124,2,2.73,144,"0.765","0.765"
"545","GO:0097060","synaptic membrane",65,1,1.43,145,"0.768","0.768"
"546","GO:0016324","apical plasma membrane",65,1,1.43,146,"0.768","0.768"
"547","GO:0044437","vacuolar part",182,3,4.01,147,"0.773","0.773"
"548","GO:0030425","dendrite",128,2,2.82,148,"0.781","0.781"
"549","GO:0015629","actin cytoskeleton",129,2,2.84,149,"0.784","0.784"
"550","GO:0005783","endoplasmic reticulum",449,8,9.9,150,"0.788","0.788"
"551","GO:0012506","vesicle membrane",188,3,4.15,151,"0.792","0.792"
"552","GO:0005770","late endosome",72,1,1.59,152,"0.802","0.802"
"553","GO:0019898","extrinsic component of membrane",72,1,1.59,153,"0.802","0.802"
"554","GO:0043235","receptor complex",73,1,1.61,154,"0.806","0.806"
"555","GO:1990234","transferase complex",253,4,5.58,155,"0.818","0.818"
"556","GO:0005576","extracellular region",1011,19,22.29,156,"0.822","0.822"
"557","GO:0045121","membrane raft",77,1,1.7,157,"0.823","0.823"
"558","GO:0098857","membrane microdomain",78,1,1.72,158,"0.827","0.827"
"559","GO:0005794","Golgi apparatus",421,7,9.28,159,"0.834","0.834"
"560","GO:0034774","secretory granule lumen",80,1,1.76,160,"0.835","0.835"
"561","GO:0060205","cytoplasmic vesicle lumen",80,1,1.76,161,"0.835","0.835"
"562","GO:0031983","vesicle lumen",81,1,1.79,162,"0.838","0.838"
"563","GO:0005929","cilium",149,2,3.29,163,"0.848","0.848"
"564","GO:0031253","cell projection membrane",85,1,1.87,164,"0.852","0.852"
"565","GO:0000323","lytic vacuole",211,3,4.65,165,"0.853","0.853"
"566","GO:0005764","lysosome",211,3,4.65,166,"0.853","0.853"
"567","GO:0043005","neuron projection",274,4,6.04,167,"0.864","0.864"
"568","GO:0042995","cell projection",493,8,10.87,168,"0.866","0.866"
"569","GO:0120038","plasma membrane bounded cell projection ...",276,4,6.09,169,"0.868","0.868"
"570","GO:0044463","cell projection part",276,4,6.09,170,"0.868","0.868"
"571","GO:0030424","axon",92,1,2.03,171,"0.874","0.874"
"572","GO:0000151","ubiquitin ligase complex",95,1,2.09,172,"0.883","0.883"
"573","GO:0031012","extracellular matrix",95,1,2.09,173,"0.883","0.883"
"574","GO:0000785","chromatin",164,2,3.62,174,"0.883","0.883"
"575","GO:0005815","microtubule organizing center",227,3,5.01,175,"0.885","0.885"
"576","GO:0005730","nucleolus",287,4,6.33,176,"0.887","0.887"
"577","GO:0012505","endomembrane system",1165,21,25.69,177,"0.889","0.889"
"578","GO:0098590","plasma membrane region",229,3,5.05,178,"0.889","0.889"
"579","GO:0005773","vacuole",237,3,5.23,179,"0.902","0.902"
"580","GO:0044454","nuclear chromosome part",175,2,3.86,180,"0.905","0.905"
"581","GO:0098589","membrane region",105,1,2.32,181,"0.906","0.906"
"582","GO:0120025","plasma membrane bounded cell projection",475,7,10.47,182,"0.912","0.912"
"583","GO:0030659","cytoplasmic vesicle membrane",180,2,3.97,183,"0.913","0.913"
"584","GO:0005634","nucleus",1962,37,43.26,184,"0.920","0.920"
"585","GO:0000228","nuclear chromosome",185,2,4.08,185,"0.921","0.921"
"586","GO:0005769","early endosome",113,1,2.49,186,"0.922","0.922"
"587","GO:0098552","side of membrane",116,1,2.56,187,"0.927","0.927"
"588","GO:0016607","nuclear speck",120,1,2.65,188,"0.934","0.934"
"589","GO:0005694","chromosome",328,4,7.23,189,"0.939","0.939"
"590","GO:0000139","Golgi membrane",201,2,4.43,190,"0.941","0.941"
"591","GO:0044433","cytoplasmic vesicle part",395,5,8.71,191,"0.945","0.945"
"592","GO:0044424","intracellular part",3727,77,82.18,192,"0.947","0.947"
"593","GO:0005622","intracellular",3777,78,83.28,193,"0.955","0.955"
"594","GO:0010008","endosome membrane",144,1,3.18,194,"0.962","0.962"
"595","GO:0005635","nuclear envelope",145,1,3.2,195,"0.963","0.963"
"596","GO:0005654","nucleoplasm",1081,17,23.83,196,"0.964","0.964"
"597","GO:0043228","non-membrane-bounded organelle",1189,19,26.22,197,"0.967","0.967"
"598","GO:0043232","intracellular non-membrane-bounded organ...",1189,19,26.22,198,"0.967","0.967"
"599","GO:0098791","Golgi subcompartment",232,2,5.12,199,"0.968","0.968"
"600","GO:0005759","mitochondrial matrix",153,1,3.37,200,"0.969","0.969"
