"","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic"
"315","GO:0010919","regulation of inositol phosphate biosynt...",5,1,0.1,115,"0.0933","0.0933"
"316","GO:0090322","regulation of superoxide metabolic proce...",5,1,0.1,116,"0.0933","0.0933"
"317","GO:0010831","positive regulation of myotube different...",5,1,0.1,117,"0.0933","0.0933"
"318","GO:1902932","positive regulation of alcohol biosynthe...",5,1,0.1,118,"0.0933","0.0933"
"319","GO:0051384","response to glucocorticoid",27,2,0.52,119,"0.0952","0.0952"
"320","GO:0046328","regulation of JNK cascade",27,2,0.52,120,"0.0952","0.0952"
"321","GO:0043409","negative regulation of MAPK cascade",27,2,0.52,121,"0.0952","0.0952"
"322","GO:1901654","response to ketone",27,2,0.52,122,"0.0952","0.0952"
"323","GO:0001944","vasculature development",90,4,1.74,123,"0.0953","0.0953"
"324","GO:0002694","regulation of leukocyte activation",91,4,1.76,124,"0.0983","0.0983"
"325","GO:0001775","cell activation",246,8,4.77,125,"0.1000","0.1000"
"326","GO:0006874","cellular calcium ion homeostasis",58,3,1.12,126,"0.6305","0.1011"
"327","GO:0008637","apoptotic mitochondrial changes",28,2,0.54,127,"0.1013","0.1013"
"328","GO:0072358","cardiovascular system development",92,4,1.78,128,"0.1013","0.1013"
"329","GO:0001932","regulation of protein phosphorylation",247,8,4.79,129,"0.1018","0.1018"
"330","GO:0006887","exocytosis",168,6,3.26,130,"0.6906","0.1045"
"331","GO:0002696","positive regulation of leukocyte activat...",59,3,1.14,131,"0.1051","0.1051"
"332","GO:0010959","regulation of metal ion transport",59,3,1.14,132,"0.6375","0.1051"
"333","GO:0006793","phosphorus metabolic process",646,17,12.52,133,"0.4399","0.1057"
"334","GO:0051049","regulation of transport",334,10,6.47,134,"0.7712","0.1068"
"335","GO:0002790","peptide secretion",94,4,1.82,135,"0.1075","0.1075"
"336","GO:0055074","calcium ion homeostasis",60,3,1.16,136,"0.6445","0.1092"
"337","GO:0050790","regulation of catalytic activity",468,13,9.07,137,"0.1106","0.1106"
"338","GO:0050865","regulation of cell activation",95,4,1.84,138,"0.1107","0.1107"
"339","GO:0006940","regulation of smooth muscle contraction",6,1,0.12,139,"0.1109","0.1109"
"340","GO:0099587","inorganic ion import across plasma membr...",6,1,0.12,140,"0.1109","0.1109"
"341","GO:1990182","exosomal secretion",6,1,0.12,141,"0.1109","0.1109"
"342","GO:1903541","regulation of exosomal secretion",6,1,0.12,142,"0.1109","0.1109"
"343","GO:1903543","positive regulation of exosomal secretio...",6,1,0.12,143,"0.1109","0.1109"
"344","GO:0007520","myoblast fusion",6,1,0.12,144,"0.1109","0.1109"
"345","GO:0071157","negative regulation of cell cycle arrest",6,1,0.12,145,"0.1109","0.1109"
"346","GO:0045762","positive regulation of adenylate cyclase...",6,1,0.12,146,"0.1109","0.1109"
"347","GO:2000351","regulation of endothelial cell apoptotic...",6,1,0.12,147,"0.1109","0.1109"
"348","GO:0045745","positive regulation of G-protein coupled...",6,1,0.12,148,"0.1109","0.1109"
"349","GO:0032011","ARF protein signal transduction",6,1,0.12,149,"0.1109","0.1109"
"350","GO:0032012","regulation of ARF protein signal transdu...",6,1,0.12,150,"0.1109","0.1109"
"351","GO:0006541","glutamine metabolic process",6,1,0.12,151,"0.1109","0.1109"
"352","GO:0014068","positive regulation of phosphatidylinosi...",6,1,0.12,152,"0.1109","0.1109"
"353","GO:0097242","amyloid-beta clearance",6,1,0.12,153,"0.1109","0.1109"
"354","GO:0001779","natural killer cell differentiation",6,1,0.12,154,"0.1109","0.1109"
"355","GO:0043302","positive regulation of leukocyte degranu...",6,1,0.12,155,"0.1109","0.1109"
"356","GO:0140112","extracellular vesicle biogenesis",6,1,0.12,156,"0.1109","0.1109"
"357","GO:0031293","membrane protein intracellular domain pr...",6,1,0.12,157,"0.1109","0.1109"
"358","GO:1903053","regulation of extracellular matrix organ...",6,1,0.12,158,"0.1109","0.1109"
"359","GO:0032964","collagen biosynthetic process",6,1,0.12,159,"0.1109","0.1109"
"360","GO:0097734","extracellular exosome biogenesis",6,1,0.12,160,"0.1109","0.1109"
"361","GO:0055081","anion homeostasis",6,1,0.12,161,"0.1109","0.1109"
"362","GO:1904705","regulation of vascular smooth muscle cel...",6,1,0.12,162,"0.1109","0.1109"
"363","GO:1990874","vascular smooth muscle cell proliferatio...",6,1,0.12,163,"0.1109","0.1109"
"364","GO:0072577","endothelial cell apoptotic process",6,1,0.12,164,"0.1109","0.1109"
"365","GO:0051187","cofactor catabolic process",6,1,0.12,165,"0.1109","0.1109"
"366","GO:0003299","muscle hypertrophy in response to stress",6,1,0.12,166,"0.1109","0.1109"
"367","GO:0060307","regulation of ventricular cardiac muscle...",6,1,0.12,167,"0.1109","0.1109"
"368","GO:0014898","cardiac muscle hypertrophy in response t...",6,1,0.12,168,"0.1109","0.1109"
"369","GO:0014887","cardiac muscle adaptation",6,1,0.12,169,"0.1109","0.1109"
"370","GO:0098659","inorganic cation import across plasma me...",6,1,0.12,170,"0.1109","0.1109"
"371","GO:0060428","lung epithelium development",6,1,0.12,171,"0.1109","0.1109"
"372","GO:0035587","purinergic receptor signaling pathway",6,1,0.12,172,"0.1109","0.1109"
"373","GO:0033198","response to ATP",6,1,0.12,173,"0.1109","0.1109"
"374","GO:1905209","positive regulation of cardiocyte differ...",6,1,0.12,174,"0.1109","0.1109"
"375","GO:0006207","'de novo' pyrimidine nucleobase biosynth...",6,1,0.12,175,"0.1109","0.1109"
"376","GO:0071549","cellular response to dexamethasone stimu...",6,1,0.12,176,"0.1109","0.1109"
"377","GO:0061900","glial cell activation",6,1,0.12,177,"0.1109","0.1109"
"378","GO:0036152","phosphatidylethanolamine acyl-chain remo...",6,1,0.12,178,"0.1109","0.1109"
"379","GO:0071470","cellular response to osmotic stress",6,1,0.12,179,"0.1109","0.1109"
"380","GO:0019856","pyrimidine nucleobase biosynthetic proce...",6,1,0.12,180,"0.1109","0.1109"
"381","GO:0006470","protein dephosphorylation",61,3,1.18,181,"1.0000","0.1133"
"382","GO:0072503","cellular divalent inorganic cation homeo...",61,3,1.18,182,"0.6513","0.1133"
"383","GO:0098660","inorganic ion transmembrane transport",133,5,2.58,183,"0.1134","0.1134"
"384","GO:0033002","muscle cell proliferation",30,2,0.58,184,"0.1138","0.1138"
"385","GO:0014074","response to purine-containing compound",30,2,0.58,185,"0.1138","0.1138"
"386","GO:1905477","positive regulation of protein localizat...",30,2,0.58,186,"0.1138","0.1138"
"387","GO:0050796","regulation of insulin secretion",30,2,0.58,187,"0.1138","0.1138"
"388","GO:0031345","negative regulation of cell projection o...",30,2,0.58,188,"0.1138","0.1138"
"389","GO:0042391","regulation of membrane potential",62,3,1.2,189,"0.1175","0.1175"
"390","GO:0050867","positive regulation of cell activation",62,3,1.2,190,"0.1175","0.1175"
"391","GO:0099643","signal release from synapse",31,2,0.6,191,"0.1202","0.1202"
"392","GO:0007269","neurotransmitter secretion",31,2,0.6,192,"0.1202","0.1202"
"393","GO:0030003","cellular cation homeostasis",98,4,1.9,193,"0.5216","0.1204"
"394","GO:0006873","cellular ion homeostasis",98,4,1.9,194,"0.5216","0.1204"
"395","GO:0055085","transmembrane transport",258,8,5,195,"0.1228","0.1228"
"396","GO:0099531","presynaptic process involved in chemical...",32,2,0.62,196,"0.1267","0.1267"
"397","GO:0045665","negative regulation of neuron differenti...",32,2,0.62,197,"0.1267","0.1267"
"398","GO:1903504","regulation of mitotic spindle checkpoint",7,1,0.14,198,"0.1281","0.1281"
"399","GO:0002715","regulation of natural killer cell mediat...",7,1,0.14,199,"0.1281","0.1281"
"400","GO:0099625","ventricular cardiac muscle cell membrane...",7,1,0.14,200,"0.1281","0.1281"
"401","GO:0044425","membrane part",1133,38,23.98,1,"0.0130","0.00052"
"402","GO:0005886","plasma membrane",856,31,18.12,2,"0.0251","0.00067"
"403","GO:0016021","integral component of membrane",865,31,18.31,3,"0.0205","0.00081"
"404","GO:0071944","cell periphery",877,31,18.56,4,"0.0344","0.00104"
"405","GO:0031224","intrinsic component of membrane",886,31,18.75,5,"0.0284","0.00125"
"406","GO:0031226","intrinsic component of plasma membrane",247,13,5.23,6,"0.1428","0.00170"
"407","GO:0044459","plasma membrane part",431,18,9.12,7,"0.2392","0.00300"
"408","GO:0016020","membrane",1742,49,36.87,8,"0.0276","0.00316"
"409","GO:0005887","integral component of plasma membrane",239,12,5.06,9,"0.0039","0.00386"
"410","GO:0098552","side of membrane",82,6,1.74,10,"0.2235","0.00720"
"411","GO:0009897","external side of plasma membrane",38,4,0.8,11,"0.0079","0.00792"
"412","GO:0005769","early endosome",72,5,1.52,12,"0.0173","0.01725"
"413","GO:0031901","early endosome membrane",27,3,0.57,13,"0.0185","0.01849"
"414","GO:0005637","nuclear inner membrane",12,2,0.25,14,"0.0254","0.02543"
"415","GO:0010008","endosome membrane",109,6,2.31,15,"0.0266","0.02660"
"416","GO:0070821","tertiary granule membrane",13,2,0.28,16,"0.0296","0.02964"
"417","GO:0030672","synaptic vesicle membrane",14,2,0.3,17,"0.0341","0.03412"
"418","GO:0099501","exocytic vesicle membrane",14,2,0.3,18,"0.0341","0.03412"
"419","GO:0044440","endosomal part",118,6,2.5,19,"0.0373","0.03731"
"420","GO:0044433","cytoplasmic vesicle part",292,11,6.18,20,"0.0413","0.04128"
"421","GO:0030175","filopodium",17,2,0.36,21,"0.0490","0.04896"
"422","GO:0035579","specific granule membrane",17,2,0.36,22,"0.0490","0.04896"
"423","GO:0005768","endosome",197,8,4.17,23,"0.0545","0.05446"
"424","GO:0030659","cytoplasmic vesicle membrane",131,6,2.77,24,"0.0571","0.05714"
"425","GO:0012506","vesicle membrane",134,6,2.84,25,"0.0625","0.06248"
"426","GO:0045202","synapse",169,7,3.58,26,"0.0645","0.06446"
"427","GO:0098797","plasma membrane protein complex",46,3,0.97,27,"0.0723","0.07229"
"428","GO:0005923","bicellular tight junction",23,2,0.49,28,"0.0840","0.08402"
"429","GO:0044309","neuron spine",24,2,0.51,29,"0.0904","0.09044"
"430","GO:0043197","dendritic spine",24,2,0.51,30,"0.0904","0.09044"
"431","GO:0043296","apical junction complex",24,2,0.51,31,"0.0904","0.09044"
"432","GO:0070160","occluding junction",24,2,0.51,32,"0.0904","0.09044"
"433","GO:0098553","lumenal side of endoplasmic reticulum me...",5,1,0.11,33,"0.1015","0.10148"
"434","GO:0032589","neuron projection membrane",5,1,0.11,34,"0.1015","0.10148"
"435","GO:0071556","integral component of lumenal side of en...",5,1,0.11,35,"0.1015","0.10148"
"436","GO:0009986","cell surface",120,5,2.54,36,"0.8169","0.10851"
"437","GO:0008021","synaptic vesicle",28,2,0.59,37,"0.1174","0.11744"
"438","GO:0098563","intrinsic component of synaptic vesicle ...",6,1,0.13,38,"0.1205","0.12052"
"439","GO:0012505","endomembrane system",863,23,18.26,39,"0.1258","0.12581"
"440","GO:0070382","exocytic vesicle",30,2,0.63,40,"0.1316","0.13161"
"441","GO:0030658","transport vesicle membrane",30,2,0.63,41,"0.1316","0.13161"
"442","GO:0042581","specific granule",30,2,0.63,42,"0.1316","0.13161"
"443","GO:0031410","cytoplasmic vesicle",442,13,9.35,43,"0.1345","0.13448"
"444","GO:0097708","intracellular vesicle",442,13,9.35,44,"0.1345","0.13448"
"445","GO:0070820","tertiary granule",31,2,0.66,45,"0.1388","0.13885"
"446","GO:0036452","ESCRT complex",7,1,0.15,46,"0.1392","0.13917"
"447","GO:0045095","keratin filament",7,1,0.15,47,"0.1392","0.13917"
"448","GO:0030054","cell junction",247,8,5.23,48,"0.1485","0.14849"
"449","GO:0005789","endoplasmic reticulum membrane",209,7,4.42,49,"0.1509","0.15093"
"450","GO:0005635","nuclear envelope",98,4,2.07,50,"0.1521","0.15207"
"451","GO:0098827","endoplasmic reticulum subcompartment",210,7,4.44,51,"0.1536","0.15359"
"452","GO:0042175","nuclear outer membrane-endoplasmic retic...",210,7,4.44,52,"0.1536","0.15359"
"453","GO:0098588","bounding membrane of organelle",454,13,9.61,53,"0.1558","0.15581"
"454","GO:0008305","integrin complex",8,1,0.17,54,"0.1574","0.15742"
"455","GO:0043198","dendritic shaft",8,1,0.17,55,"0.1574","0.15742"
"456","GO:0098636","protein complex involved in cell adhesio...",8,1,0.17,56,"0.1574","0.15742"
"457","GO:0031965","nuclear membrane",65,3,1.38,57,"0.1576","0.15756"
"458","GO:0098858","actin-based cell projection",34,2,0.72,58,"0.1610","0.16103"
"459","GO:0044432","endoplasmic reticulum part",253,8,5.35,59,"0.1633","0.16332"
"460","GO:0098793","presynapse",67,3,1.42,60,"0.1679","0.16788"
"461","GO:0031227","intrinsic component of endoplasmic retic...",35,2,0.74,61,"0.1686","0.16856"
"462","GO:0030176","integral component of endoplasmic reticu...",35,2,0.74,62,"0.1686","0.16856"
"463","GO:0031982","vesicle",854,22,18.07,63,"0.1740","0.17397"
"464","GO:0009295","nucleoid",9,1,0.19,64,"0.1753","0.17529"
"465","GO:0090734","site of DNA damage",9,1,0.19,65,"0.1753","0.17529"
"466","GO:0042645","mitochondrial nucleoid",9,1,0.19,66,"0.1753","0.17529"
"467","GO:0035861","site of double-strand break",9,1,0.19,67,"0.1753","0.17529"
"468","GO:0005871","kinesin complex",9,1,0.19,68,"0.1753","0.17529"
"469","GO:0055037","recycling endosome",36,2,0.76,69,"0.1762","0.17616"
"470","GO:0044456","synapse part",141,5,2.98,70,"0.1766","0.17662"
"471","GO:0098805","whole membrane",344,10,7.28,71,"0.1870","0.18696"
"472","GO:0000791","euchromatin",10,1,0.21,72,"0.1928","0.19279"
"473","GO:0098562","cytoplasmic side of membrane",40,2,0.85,73,"0.2070","0.20703"
"474","GO:0008076","voltage-gated potassium channel complex",11,1,0.23,74,"0.2099","0.20992"
"475","GO:0034705","potassium channel complex",11,1,0.23,75,"0.2099","0.20992"
"476","GO:0016328","lateral plasma membrane",11,1,0.23,76,"0.2099","0.20992"
"477","GO:0031090","organelle membrane",656,17,13.88,77,"0.2123","0.21235"
"478","GO:0000803","sex chromosome",12,1,0.25,78,"0.2267","0.22669"
"479","GO:0042734","presynaptic membrane",12,1,0.25,79,"0.2267","0.22669"
"480","GO:0031301","integral component of organelle membrane",43,2,0.91,80,"0.2305","0.23055"
"481","GO:0005783","endoplasmic reticulum",325,9,6.88,81,"0.2462","0.24623"
"482","GO:0005576","extracellular region",808,20,17.1,82,"0.2479","0.24792"
"483","GO:0000152","nuclear ubiquitin ligase complex",14,1,0.3,83,"0.2592","0.25919"
"484","GO:0031519","PcG protein complex",14,1,0.3,84,"0.2592","0.25919"
"485","GO:0005770","late endosome",47,2,0.99,85,"0.2622","0.26216"
"486","GO:0031300","intrinsic component of organelle membran...",47,2,0.99,86,"0.2622","0.26216"
"487","GO:0014069","postsynaptic density",47,2,0.99,87,"0.2622","0.26216"
"488","GO:0099572","postsynaptic specialization",47,2,0.99,88,"0.2622","0.26216"
"489","GO:0032279","asymmetric synapse",48,2,1.02,89,"0.2701","0.27008"
"490","GO:0098984","neuron to neuron synapse",48,2,1.02,90,"0.2701","0.27008"
"491","GO:0005615","extracellular space",685,17,14.5,91,"0.2707","0.27068"
"492","GO:0005911","cell-cell junction",86,3,1.82,92,"0.2735","0.27352"
"493","GO:0099503","secretory vesicle",166,5,3.51,93,"0.2736","0.27362"
"494","GO:0031594","neuromuscular junction",15,1,0.32,94,"0.2749","0.27493"
"495","GO:0005882","intermediate filament",15,1,0.32,95,"0.2749","0.27493"
"496","GO:0043235","receptor complex",49,2,1.04,96,"0.2780","0.27800"
"497","GO:0097060","synaptic membrane",49,2,1.04,97,"0.2780","0.27800"
"498","GO:0005788","endoplasmic reticulum lumen",50,2,1.06,98,"0.2859","0.28592"
"499","GO:0000139","Golgi membrane",170,5,3.6,99,"0.2902","0.29020"
"500","GO:0030667","secretory granule membrane",51,2,1.08,100,"0.2938","0.29383"
"501","GO:0015629","actin cytoskeleton",90,3,1.9,101,"0.2968","0.29681"
"502","GO:0098794","postsynapse",91,3,1.93,102,"0.3027","0.30266"
"503","GO:0044853","plasma membrane raft",17,1,0.36,103,"0.3054","0.30543"
"504","GO:0005913","cell-cell adherens junction",17,1,0.36,104,"0.3054","0.30543"
"505","GO:0098857","membrane microdomain",54,2,1.14,105,"0.3175","0.31749"
"506","GO:0045121","membrane raft",54,2,1.14,106,"0.3175","0.31749"
"507","GO:0031984","organelle subcompartment",350,9,7.41,107,"0.3198","0.31977"
"508","GO:0099023","tethering complex",18,1,0.38,108,"0.3202","0.32020"
"509","GO:0044421","extracellular region part",713,17,15.09,109,"0.3323","0.33229"
"510","GO:0030665","clathrin-coated vesicle membrane",19,1,0.4,110,"0.3347","0.33466"
"511","GO:0030425","dendrite",97,3,2.05,111,"0.3379","0.33785"
"512","GO:0045177","apical part of cell",58,2,1.23,112,"0.3487","0.34875"
"513","GO:0043657","host cell",20,1,0.42,113,"0.3488","0.34881"
"514","GO:0044215","other organism",20,1,0.42,114,"0.3488","0.34881"
"515","GO:0044216","other organism cell",20,1,0.42,115,"0.3488","0.34881"
"516","GO:0044217","other organism part",20,1,0.42,116,"0.3488","0.34881"
"517","GO:0018995","host",20,1,0.42,117,"0.3488","0.34881"
"518","GO:0042383","sarcolemma",20,1,0.42,118,"0.3488","0.34881"
"519","GO:0098791","Golgi subcompartment",185,5,3.92,119,"0.3538","0.35377"
"520","GO:0000792","heterochromatin",21,1,0.44,120,"0.3627","0.36267"
"521","GO:0031985","Golgi cisterna",21,1,0.44,121,"0.3627","0.36267"
"522","GO:0070062","extracellular exosome",548,13,11.6,122,"0.3730","0.37303"
"523","GO:0030660","Golgi-associated vesicle membrane",22,1,0.47,123,"0.3762","0.37624"
"524","GO:1903561","extracellular vesicle",550,13,11.64,124,"0.3783","0.37829"
"525","GO:0043230","extracellular organelle",550,13,11.64,125,"0.3783","0.37829"
"526","GO:0043679","axon terminus",23,1,0.49,126,"0.3895","0.38952"
"527","GO:0016605","PML body",23,1,0.49,127,"0.3895","0.38952"
"528","GO:0030133","transport vesicle",64,2,1.35,128,"0.3947","0.39472"
"529","GO:0043204","perikaryon",25,1,0.53,129,"0.4153","0.41526"
"530","GO:0031234","extrinsic component of cytoplasmic side ...",25,1,0.53,130,"0.4153","0.41526"
"531","GO:0099513","polymeric cytoskeletal fiber",112,3,2.37,131,"0.4250","0.42500"
"532","GO:0005764","lysosome",157,4,3.32,132,"0.4269","0.42689"
"533","GO:0000323","lytic vacuole",157,4,3.32,133,"0.4269","0.42689"
"534","GO:0098796","membrane protein complex",157,4,3.32,134,"0.4269","0.42689"
"535","GO:0030018","Z disc",26,1,0.55,135,"0.4277","0.42772"
"536","GO:0044306","neuron projection terminus",26,1,0.55,136,"0.4277","0.42772"
"537","GO:0044431","Golgi apparatus part",205,5,4.34,137,"0.4395","0.43947"
"538","GO:0031256","leading edge membrane",27,1,0.57,138,"0.4399","0.43992"
"539","GO:0034703","cation channel complex",27,1,0.57,139,"0.4399","0.43992"
"540","GO:0031674","I band",27,1,0.57,140,"0.4399","0.43992"
"541","GO:0045111","intermediate filament cytoskeleton",27,1,0.57,141,"0.4399","0.43992"
"542","GO:0099512","supramolecular fiber",161,4,3.41,142,"0.4461","0.44613"
"543","GO:0099081","supramolecular polymer",161,4,3.41,143,"0.4461","0.44613"
"544","GO:0099080","supramolecular complex",162,4,3.43,144,"0.4509","0.45091"
"545","GO:1904813","ficolin-1-rich granule lumen",28,1,0.59,145,"0.4519","0.45186"
"546","GO:0019897","extrinsic component of plasma membrane",28,1,0.59,146,"0.4519","0.45186"
"547","GO:0031902","late endosome membrane",29,1,0.61,147,"0.4636","0.46355"
"548","GO:0098802","plasma membrane receptor complex",29,1,0.61,148,"0.4636","0.46355"
"549","GO:0005813","centrosome",119,3,2.52,149,"0.4645","0.46449"
"550","GO:0005798","Golgi-associated vesicle",30,1,0.63,150,"0.4750","0.47500"
"551","GO:0098589","membrane region",76,2,1.61,151,"0.4819","0.48193"
"552","GO:0090575","RNA polymerase II transcription factor c...",31,1,0.66,152,"0.4862","0.48621"
"553","GO:0005875","microtubule associated complex",31,1,0.66,153,"0.4862","0.48621"
"554","GO:0005795","Golgi stack",31,1,0.66,154,"0.4862","0.48621"
"555","GO:0044448","cell cortex part",32,1,0.68,155,"0.4972","0.49718"
"556","GO:0030662","coated vesicle membrane",32,1,0.68,156,"0.4972","0.49718"
"557","GO:0098590","plasma membrane region",176,4,3.72,157,"0.5163","0.51635"
"558","GO:0005773","vacuole",177,4,3.75,158,"0.5209","0.52090"
"559","GO:0005874","microtubule",83,2,1.76,159,"0.5292","0.52922"
"560","GO:0101002","ficolin-1-rich granule",36,1,0.76,160,"0.5388","0.53879"
"561","GO:0009898","cytoplasmic side of plasma membrane",37,1,0.78,161,"0.5486","0.54865"
"562","GO:0030017","sarcomere",38,1,0.8,162,"0.5583","0.55830"
"563","GO:0030136","clathrin-coated vesicle",38,1,0.8,163,"0.5583","0.55830"
"564","GO:0044798","nuclear transcription factor complex",38,1,0.8,164,"0.5583","0.55830"
"565","GO:0005765","lysosomal membrane",88,2,1.86,165,"0.5612","0.56120"
"566","GO:0098852","lytic vacuole membrane",88,2,1.86,166,"0.5612","0.56120"
"567","GO:0034702","ion channel complex",39,1,0.83,167,"0.5677","0.56775"
"568","GO:0030424","axon",91,2,1.93,168,"0.5797","0.57965"
"569","GO:0036477","somatodendritic compartment",143,3,3.03,169,"0.5898","0.58975"
"570","GO:0019866","organelle inner membrane",143,3,3.03,170,"0.5898","0.58975"
"571","GO:0045211","postsynaptic membrane",42,1,0.89,171,"0.5949","0.59492"
"572","GO:0030141","secretory granule",146,3,3.09,172,"0.6041","0.60408"
"573","GO:1902495","transmembrane transporter complex",44,1,0.93,173,"0.6121","0.61208"
"574","GO:0044449","contractile fiber part",44,1,0.93,174,"0.6121","0.61208"
"575","GO:0030016","myofibril",45,1,0.95,175,"0.6204","0.62040"
"576","GO:0005774","vacuolar membrane",98,2,2.07,176,"0.6205","0.62051"
"577","GO:0000781","chromosome, telomeric region",46,1,0.97,177,"0.6285","0.62853"
"578","GO:0019898","extrinsic component of membrane",46,1,0.97,178,"0.6285","0.62853"
"579","GO:0016324","apical plasma membrane",46,1,0.97,179,"0.6285","0.62853"
"580","GO:0043292","contractile fiber",47,1,0.99,180,"0.6365","0.63650"
"581","GO:1990351","transporter complex",48,1,1.02,181,"0.6443","0.64429"
"582","GO:0005938","cell cortex",49,1,1.04,182,"0.6519","0.65192"
"583","GO:0005794","Golgi apparatus",313,6,6.62,183,"0.6618","0.66177"
"584","GO:0005578","proteinaceous extracellular matrix",51,1,1.08,184,"0.6667","0.66670"
"585","GO:0005802","trans-Golgi network",52,1,1.1,185,"0.6739","0.67386"
"586","GO:0030135","coated vesicle",54,1,1.14,186,"0.6877","0.68772"
"587","GO:0005856","cytoskeleton",427,8,9.04,187,"0.6981","0.69814"
"588","GO:0000793","condensed chromosome",58,1,1.23,188,"0.7137","0.71372"
"589","GO:0005815","microtubule organizing center",172,3,3.64,189,"0.7144","0.71436"
"590","GO:0120038","plasma membrane bounded cell projection ...",226,4,4.78,190,"0.7150","0.71498"
"591","GO:0044463","cell projection part",226,4,4.78,191,"0.7150","0.71498"
"592","GO:0031967","organelle envelope",281,5,5.95,192,"0.7215","0.72150"
"593","GO:0031975","envelope",281,5,5.95,193,"0.7215","0.72150"
"594","GO:0005667","transcription factor complex",61,1,1.29,194,"0.7318","0.73181"
"595","GO:0099568","cytoplasmic region",62,1,1.31,195,"0.7376","0.73759"
"596","GO:0097458","neuron part",287,5,6.07,196,"0.7390","0.73896"
"597","GO:0044437","vacuolar part",125,2,2.65,197,"0.7500","0.75003"
"598","GO:0031253","cell projection membrane",65,1,1.38,198,"0.7542","0.75418"
"599","GO:0005759","mitochondrial matrix",131,2,2.77,199,"0.7732","0.77316"
"600","GO:0000151","ubiquitin ligase complex",70,1,1.48,200,"0.7796","0.77958"
